title,category,authors,publisher,registeredDate,doingsChoices,link,memo
그래서 나는 페미니스트가 아니다,페미니즘 일반,제사 크리스핀,북인더갭,2018-09-21,http://cafedoing.com/221322367158,https://book.naver.com/bookdb/book_detail.nhn?bid=13606632,
그런 이중잣대는 사양합니다,페미니즘 일반,제시카 발렌티,두시의나무,2018-09-21,http://cafedoing.com/221266671293,https://book.naver.com/bookdb/book_detail.nhn?bid=13330777,
그럼에도 페미니즘,페미니즘 일반,윤보라,은행나무,2018-09-21,http://cafedoing.com/221359424290,https://book.naver.com/bookdb/book_detail.nhn?bid=11555724,
근대성의 젠더,페미니즘 일반,리타 펠스키,자음과모음,2018-09-21,http://cafedoing.com/221359424290,https://book.naver.com/bookdb/book_detail.nhn?bid=6317873,
근본없는 페미니즘,페미니즘 일반,"김익명, 강유 외 5명",이프북스,2018-09-21,,https://book.naver.com/bookdb/book_detail.nhn?bid=13424517,
글쓰는 여자는 위험하다,페미니즘 일반,"민혜영,강남규,김태형,손진원",들녘,2019-04-24,http://cafedoing.com/221541440617,https://book.naver.com/bookdb/book_detail.nhn?bid=14652418,
길 잃기 안내서,페미니즘 일반,레베카 솔닛,반비,2018-01-31,,https://book.naver.com/bookdb/book_detail.nhn?bid=14296349,
나는 당당한 페미니스트로 살기로 했다,페미니즘 일반,린디 웨스트,세종서적,2018-09-21,,https://book.naver.com/bookdb/book_detail.nhn?bid=11648173,
나는 분단국의 페미니스트입니다,페미니즘 일반,"수지, 추재훈, 영민",들녘,2019-04-24,,https://book.naver.com/bookdb/book_detail.nhn?bid=14652422,
나다운 페미니즘,페미니즘 일반,코트니 서머스 외 43명,창비,2018-09-21,http://cafedoing.com/221310269607,https://book.naver.com/bookdb/book_detail.nhn?bid=13743799,
나를 알기 위해서 쓴다,페미니즘 일반,정희진,교양인,2020-03-15,,http://book.naver.com/bookdb/book_detail.nhn?bid=16244456,
나쁜 사람에게 지지 않으려고 한다,페미니즘 일반,정희진,교양인,2020-03-15,,http://book.naver.com/bookdb/book_detail.nhn?bid=16244454,
나쁜 페미니스트,페미니즘 일반,록산 게이,사이행성,2018-09-21,http://cafedoing.com/221292381013,https://book.naver.com/bookdb/book_detail.nhn?bid=8942570,
나의 첫 젠더 수업 ,페미니즘 일반,김고연주,창비,2018-09-21,http://cafedoing.com/221170261866,https://book.naver.com/bookdb/book_detail.nhn?bid=12723774,
나의 페미니즘 공부법,페미니즘 일반,하루카 요코,메멘토,2018-09-21,http://cafedoing.com/221130367103,https://book.naver.com/bookdb/book_detail.nhn?bid=11090948,
나의 페미니즘 레시피,페미니즘 일반,장필화 외,서해문집,2018-09-21,,https://book.naver.com/bookdb/book_detail.nhn?bid=9153356,
남자가 월경을 한다면,페미니즘 일반,글로리아 스타이넘,현실문화연구,2018-09-21,http://cafedoing.com/221359424290,https://book.naver.com/bookdb/book_detail.nhn?bid=87912,
남자다움이 만드는 이상한 거리감,페미니즘 일반,벨훅스,책담,2018-09-21,http://cafedoing.com/221117423164,https://book.naver.com/bookdb/book_detail.nhn?bid=12571046,
남자들은 자꾸 나를 가르치려 든다,페미니즘 일반,리베카 솔닛,창비,2018-09-21,http://cafedoing.com/221359424290,https://book.naver.com/bookdb/book_detail.nhn?bid=9041182,
남자의 종말,페미니즘 일반,해나 로진,민음인,2018-09-21,,https://book.naver.com/bookdb/book_detail.nhn?bid=7046672,
낯선 시선 : 메타젠더로 본 세상,페미니즘 일반,정희진,교양인,2018-09-21,,https://book.naver.com/bookdb/book_detail.nhn?bid=11761668,
내 안의 가부장,페미니즘 일반,시드라 레비 스톤,사우,2019-03-15,https://blog.naver.com/cafedoing/221565792597,https://book.naver.com/bookdb/book_detail.nhn?bid=14593183,
내 팔자가 세다고요?,페미니즘 일반,릴리스,북센스,2020-02-19,,http://book.naver.com/bookdb/book_detail.nhn?bid=16235391,
누가 여성을 죽이는가 ,페미니즘 일반,김민정 외 11인,돌베개,2019-10-28,http://cafedoing.com/221690980508,https://book.naver.com/bookdb/book_detail.nhn?bid=15519603,
누구나 흔들리며 페미니스트가 된다,페미니즘 일반,이유주,생각비행,2019-08-17,http://cafedoing.com/221555316836,http://book.naver.com/bookdb/book_detail.nhn?bid=15001304,
다락방 이야기,페미니즘 일반,여성문화이론연구소,여이연,2018-09-21,,https://book.naver.com/bookdb/book_detail.nhn?bid=13057538,
다문화주의와 페미니즘,페미니즘 일반,김민정 김경미,한울,2018-09-21,,https://book.naver.com/bookdb/book_detail.nhn?bid=12300049,
"다시, 쓰는, 세계",페미니즘 일반,손희정,오월의 봄,2020-03-15,,http://book.naver.com/bookdb/book_detail.nhn?bid=16267344,
"다시, 페미니즘",페미니즘 일반,이충현,물병자리,2018-09-21,,https://book.naver.com/bookdb/book_detail.nhn?bid=12497153,
다시는 그전으로 돌아가지 않을 것이다,페미니즘 일반,권김현영,휴머니스트,2019-11-13,,http://book.naver.com/bookdb/book_detail.nhn?bid=15559947,
당신의 섹스는 평등한가요?,페미니즘 일반,부너미,와온,2020-04-09,,http://book.naver.com/bookdb/book_detail.nhn?bid=16325213,
대리모 같은 소리,페미니즘 일반,레나트 클라인,봄알람,2019-11-29,,http://book.naver.com/bookdb/book_detail.nhn?bid=15813757,
대학에서 싸우는 여자들,페미니즘 일반,"위릿, 재정",위릿,2019-04-19,http://cafedoing.com/221518555094,,
더 나은 논쟁을 할 권리,페미니즘 일반,정희진 외 7인,휴머니스트,2018-09-21,http://cafedoing.com/221313326081,https://book.naver.com/bookdb/book_detail.nhn?bid=13734156,
도둑맞은 페미니즘,페미니즘 일반,니나 파워,에디투스,2018-09-21,,https://book.naver.com/bookdb/book_detail.nhn?bid=13484414,
두개의 목소리,페미니즘 일반,이민희,산디,2018-09-21,http://cafedoing.com/221347177063,https://book.naver.com/bookdb/book_detail.nhn?bid=13760610,
래디컬 페미니즘,페미니즘 일반,쉴라 제프리스,열다,2018-09-21,,https://book.naver.com/bookdb/book_detail.nhn?bid=13298349,
말이 칼이 될 때,페미니즘 일반,홍성수,어크로스,2018-09-21,http://cafedoing.com/221195259646,https://book.naver.com/bookdb/book_detail.nhn?bid=13071518,
멀고도 가까운,페미니즘 일반,리베카 솔닛,반비,2018-09-21,http://cafedoing.com/221359424290,https://book.naver.com/bookdb/book_detail.nhn?bid=10225178,
메갈리아의 반란,페미니즘 일반,유민석,봄알람,2018-09-21,,https://book.naver.com/bookdb/book_detail.nhn?bid=11497318,
모두를 위한 페미니즘,페미니즘 일반,벨훅스,문학동네,2018-09-21,http://cafedoing.com/221090191057 http://cafedoing.com/221097649724,https://book.naver.com/bookdb/book_detail.nhn?bid=11771341,
미투의 정치학,페미니즘 일반,정희진외3명,교양인,2018-12-01,,,
박완서의 말,페미니즘 일반,박완서,마음산책,2020-03-15,,http://book.naver.com/bookdb/book_detail.nhn?bid=16276412,
배틀그라운드,페미니즘 일반,성과재생산포럼,후마니타스,2018-12-29,http://cafedoing.com/221430033463,https://book.naver.com/bookdb/book_detail.nhn?bid=14203746,
백래시,페미니즘 일반,수잔 팔루디,아르테,2018-09-21,http://cafedoing.com/221194226819,https://book.naver.com/bookdb/book_detail.nhn?bid=12891904,
백마 탄 왕자들은 왜 그렇게 떠돌아다닐까,페미니즘 일반,박신영,바틀비,2020-02-06,,http://book.naver.com/bookdb/book_detail.nhn?bid=15298152,
보통여자 보통운동,페미니즘 일반,이민희,산디,2018-12-31,http://cafedoing.com/221431252001,https://book.naver.com/bookdb/book_detail.nhn?bid=14406370,
부모의 첫 성교육,페미니즘 일반,"노하연, 신연정, 이수지 라라스쿨",경향BP,2020-03-15,,http://book.naver.com/bookdb/book_detail.nhn?bid=15653880,
부엌 청소로 오르가즘을 느끼는 여자는 없다,페미니즘 일반,"버지니아 울프, 최재천",아티초크,2018-09-21,,https://book.naver.com/bookdb/book_detail.nhn?bid=13329140,
"비혼입니다만, 그게 어쨌다구요?",페미니즘 일반,"우에노 지즈코, 미나시타 기류",동녘,2018-09-21,http://cafedoing.com/221080243406,https://book.naver.com/bookdb/book_detail.nhn?bid=11526514,
빨래하는 페미니즘,페미니즘 일반,스테퍼니 스탈,민음사,2018-09-21,http://cafedoing.com/221084726058 http://cafedoing.com/221085771012 http://cafedoing.com/221086565086,https://book.naver.com/bookdb/book_detail.nhn?bid=8271084,
사랑받지 않을 용기,페미니즘 일반,알리스 슈바르처,미래인,2018-09-21,,https://book.naver.com/bookdb/book_detail.nhn?bid=5261083,
새 여성학 강의,페미니즘 일반,(사)한국여성연구소,동녘,2018-09-21,,https://book.naver.com/bookdb/book_detail.nhn?bid=1623500,
생각하는 여자는 괴물과 함께 잠을 잔다,페미니즘 일반,김은주,봄알람,2018-09-21,http://cafedoing.com/221129191652,https://book.naver.com/bookdb/book_detail.nhn?bid=12508334,
성의 정치학. 상/하,페미니즘 일반,케이트 밀레트,현대사상사,2018-09-21,,https://book.naver.com/bookdb/book_detail.nhn?bid=3599542,
성적 대상 ,페미니즘 일반,제시카 발렌티,꾸리에,2018-09-21,http://cafedoing.com/221359424290,https://book.naver.com/bookdb/book_detail.nhn?bid=11445302,
성적 동의 - 지금 강조해야 할 것,페미니즘 일반,밀레나 포포바,마티,2019-01-08,,http://book.naver.com/bookdb/book_detail.nhn?bid=16031887,
세상을 뒤집는 다른 목소리,페미니즘 일반,문화기획달 린 지숲 나영 김신효정 이현재 채은순 모아나 문성희 안혜경,여성환경연대,2019-01-25,,,
섹스와 젠더에 대한 페미니즘의 관점들,페미니즘 일반,마리 미콜라,전기가오리,2018-09-21,http://cafedoing.com/221216383936,https://book.naver.com/bookdb/book_detail.nhn?bid=12557404,
소녀 멘토링 가이드,페미니즘 일반,카라 파인,또 하나의 문화,2018-09-21,,https://book.naver.com/bookdb/book_detail.nhn?bid=2910264,
"소녀, 설치고 말하고 생각하라",페미니즘 일반,"정희진, 김고연주, 박선영, 김애라, 윤이나, 김홍미리, 문미정, 이유나, 김주희, 최은형, 하정옥, 장이정수",우리학교,2018-09-21,http://cafedoing.com/221359424290,https://book.naver.com/bookdb/book_detail.nhn?bid=11546803,
소녀들 - k-pop 스크린 광장,페미니즘 일반,"쥬리, 현시원, 듀나, 손희정, 홍승은, 김은하, 류진희, 심혜경, 장수희, 조혜영",여이연,2018-09-21,http://cafedoing.com/221093660690,https://book.naver.com/bookdb/book_detail.nhn?bid=12518374,
수전 손택의 말,페미니즘 일반,"수전 소택, 조너선 콧",마음산책,2020-03-15,,http://book.naver.com/bookdb/book_detail.nhn?bid=16276416,
스스로 해일이 된 여자들,페미니즘 일반,"김보영, 김보화",서해문집,2019-01-19,,https://book.naver.com/bookdb/book_detail.nhn?bid=14447290,
시스터 아웃사이더,페미니즘 일반,오드리 로드,후마니타스,2018-09-21,http://cafedoing.com/221344569708,https://book.naver.com/bookdb/book_detail.nhn?bid=13883277,
아마도 올해의 가장 명랑한 페미니즘 이야기,페미니즘 일반,케이틀린 모란,돋을새김,2018-09-21,http://cafedoing.com/221359424290,https://book.naver.com/bookdb/book_detail.nhn?bid=11213322,
알리기 전에 알면 좋은 사실들,페미니즘 일반,좋은알림,,2018-11-19,,http://cafedoing.com/221401812969,
양성평등에 반대한다,페미니즘 일반,"권김현영, 루인, 류진희, 정희진",교양인,2018-09-21,http://cafedoing.com/220950623178,https://book.naver.com/bookdb/book_detail.nhn?bid=11504595,
어른이 되어 더 큰 혼란이 시작되었다,페미니즘 일반,이다혜,현암사,2018-09-21,http://cafedoing.com/221092631821,https://book.naver.com/bookdb/book_detail.nhn?bid=11991843,
어크로스 페미니즘,페미니즘 일반,안희경,글항아리,2018-09-21,http://cafedoing.com/221227410945,https://book.naver.com/bookdb/book_detail.nhn?bid=13069471,
언니네 태그놀이,페미니즘 일반,언니네트워크,또하나의문화,2018-09-21,,https://book.naver.com/bookdb/book_detail.nhn?bid=4508684,
여성 없는 페미니즘,페미니즘 일반,타니아 모들스키,여이연,2018-09-21,,https://book.naver.com/bookdb/book_detail.nhn?bid=4731103,
여성 젠더 사회,페미니즘 일반,"한희선, 김영주, 이경하, 임우연, 태희원",공동체,2018-09-21,,https://book.naver.com/bookdb/book_detail.nhn?bid=7996627,
여성 혐오를 혐오한다,페미니즘 일반,우에노 치즈코,은행나무,2018-09-21,,https://book.naver.com/bookdb/book_detail.nhn?bid=6886900,
여성과 남성이 다르지도 똑같지도 않은 이유,페미니즘 일반,캐롤 타브리스,또하나의문화,2018-09-21,,https://book.naver.com/bookdb/book_detail.nhn?bid=76507,
여성은 출산에서 어떻게 소외되는가,페미니즘 일반,전가일,스리체어스,2018-09-21,http://cafedoing.com/221152418209,https://book.naver.com/bookdb/book_detail.nhn?bid=12470753,
여성의 권리 옹호,페미니즘 일반,메리 울스턴크래프트,책세상,2018-09-21,,https://book.naver.com/bookdb/book_detail.nhn?bid=6684800,
여성의 글쓰기,페미니즘 일반,이고은,생각의 힘,2019-11-29,,http://book.naver.com/bookdb/book_detail.nhn?bid=15815277,
여성의 정체성: 어떤 여성이 될 것인가,페미니즘 일반,이현재,책세상,2018-09-21,http://cafedoing.com/221359424290,https://book.naver.com/bookdb/book_detail.nhn?bid=2919339,
여성의 종속,페미니즘 일반,존 스튜어트 밀,책세상,2018-09-21,,https://book.naver.com/bookdb/book_detail.nhn?bid=2090311,
여성학,페미니즘 일반,"이재경, 조경미, 민가영, 박홍주, (이박)혜경, 이은아",미래M&B,2018-09-21,http://cafedoing.com/221072001388,https://book.naver.com/bookdb/book_detail.nhn?bid=4298295,
여성학 이야기 - 인어공주는 왜 왕자를 죽였을까,페미니즘 일반,민가영,책세상,2018-09-21,http://cafedoing.com/221359424290,https://book.naver.com/bookdb/book_detail.nhn?bid=2691082,
"여성혐오, 그 후: 우리가 만난 비체들",페미니즘 일반,이현재,들녘,2018-09-21,http://cafedoing.com/221359424290,https://book.naver.com/bookdb/book_detail.nhn?bid=11228636,
여성혐오가 어쨌다구,페미니즘 일반,"윤보라, 임옥희, 정희진, 시우",현실문화,2018-09-21,,https://book.naver.com/bookdb/book_detail.nhn?bid=9229687,
여자다운 게 어딨어,페미니즘 일반,에머 오툴,창비,2018-09-21,http://cafedoing.com/221359424290,https://book.naver.com/bookdb/book_detail.nhn?bid=10976840,
여자들은 먼저 미래로 간다,페미니즘 일반,윤이나 황효진,헤이메이트,2019-06-27,,,
여자들은 자꾸 같은 질문을 받는다,페미니즘 일반,리베카 솔닛,창비,2018-09-21,http://cafedoing.com/221382704901,https://book.naver.com/bookdb/book_detail.nhn?bid=12344293,
여자들의 사상,페미니즘 일반,우에노 지즈코,현실문화,2018-09-21,,https://book.naver.com/bookdb/book_detail.nhn?bid=9331026,
여자라는 문제,페미니즘 일반,재키 플레밍,책세상,2018-09-21,http://cafedoing.com/221189959701,https://book.naver.com/bookdb/book_detail.nhn?bid=12890095,
여자의 발견,페미니즘 일반,조화란,마음의숲,2018-09-21,,https://book.naver.com/bookdb/book_detail.nhn?bid=10710336,
"여혐, 여자가 뭘 어쨌다고",페미니즘 일반,서민,다시봄,2018-09-21,,https://book.naver.com/bookdb/book_detail.nhn?bid=12537697,
여혐민국,페미니즘 일반,양파(주한나),베리북,2018-09-21,http://cafedoing.com/220983300730,https://book.naver.com/bookdb/book_detail.nhn?bid=11885072,
예민해도 괜찮아,페미니즘 일반,이은의,북스코프,2018-09-21,http://cafedoing.com/221350975699,https://book.naver.com/bookdb/book_detail.nhn?bid=6818776,
오늘도 비출산을 다짐합니다,페미니즘 일반,송가연,갈라파고스,2018-09-21,http://cafedoing.com/221132047507,https://book.naver.com/bookdb/book_detail.nhn?bid=12546876,
온갖 무례와 오지랖을 뒤로하고 페미니스트로 살아가기,페미니즘 일반,화사 외 42인,궁리,2018-09-21,http://cafedoing.com/221118517125,https://book.naver.com/bookdb/book_detail.nhn?bid=12537558,
왜 여성의 결정은 의심받을까?,페미니즘 일반,터리스 휴스턴,문예출판사,2018-09-21,http://cafedoing.com/221103442059,https://book.naver.com/bookdb/book_detail.nhn?bid=12518037,
우리는 모두 페미니스트가 되어야 합니다,페미니즘 일반,치마만다 은고지 아디치에,창비,2018-09-21,,https://book.naver.com/bookdb/book_detail.nhn?bid=10128291,
우리에게도 계보가 있다: 외롭지 않은 페미니즘,페미니즘 일반,이민경,봄알람,2018-09-21,,https://book.naver.com/bookdb/book_detail.nhn?bid=11172219,
우리에겐 언어가 필요하다: 일본어판,페미니즘 일반,이민경,타바북스,2019-09-26,,,
우리에겐 언어가 필요하다: 입이 트이는 페미니즘,페미니즘 일반,이민경,페미디아/봄알람,2018-09-21,http://cafedoing.com/220983300730,https://book.naver.com/bookdb/book_detail.nhn?bid=10921488,
을들의 당나귀 귀 ,페미니즘 일반,손희정 외,후마니타스 ,2019-03-12,,https://book.naver.com/bookdb/book_detail.nhn?bid=14618147,
이미지와 현실 사이의 여성들,페미니즘 일반,수잔나 D. 윌터스,또하나의문화,2018-09-21,,https://book.naver.com/bookdb/book_detail.nhn?bid=76508,
일상 속의 성차별,페미니즘 일반,로라 베이츠,미메시스,2018-09-21,http://cafedoing.com/221159683025,https://book.naver.com/bookdb/book_detail.nhn?bid=11641179,
일상의 반란,페미니즘 일반,글로리아 스타이넘,현실문화연구,2018-09-21,http://cafedoing.com/220983300730,https://book.naver.com/bookdb/book_detail.nhn?bid=87913,
잃어버린 임금을 찾아서,페미니즘 일반,이민경,봄알람,2018-09-21,http://cafedoing.com/221208012205,https://book.naver.com/bookdb/book_detail.nhn?bid=12657372,
정치적인 식탁,페미니즘 일반,이라영,동녘,2019-10-06,,https://book.naver.com/bookdb/book_detail.nhn?bid=15472892,
정희진처럼 읽기,페미니즘 일반,정희진,교양인,2018-09-21,http://cafedoing.com/220983300730,https://book.naver.com/bookdb/book_detail.nhn?bid=8223338,
젠더: 행복한 페미니스트,페미니즘 일반,조이한,가쎄,2018-09-21,http://cafedoing.com/221337400838,https://book.naver.com/bookdb/book_detail.nhn?bid=11241621,
지금 여기 페미니즘,페미니즘 일반,이유미,사회운동,2018-09-21,,https://book.naver.com/bookdb/book_detail.nhn?bid=8882046,
지금 여기의 페미니즘X민주주의,페미니즘 일반,정희진 외 6인,교유서가,2018-09-21,http://cafedoing.com/221301710038,https://book.naver.com/bookdb/book_detail.nhn?bid=13606621,
지워지지 않는 페미니즘,페미니즘 일반,윤김지영,은행나무,2018-09-21,http://cafedoing.com/221320976212,https://book.naver.com/bookdb/book_detail.nhn?bid=13561684,
지혜롭게 나이 든다는 것,페미니즘 일반,어크로스,"마사 누스바움, 솔 레브모어",2018-11-01,,http://book.naver.com/bookdb/book_detail.nhn?bid=14386106,
진짜 페미니스트는 없다,페미니즘 일반,이라영,동녘,2018-09-21,http://cafedoing.com/221346419620,https://book.naver.com/bookdb/book_detail.nhn?bid=13832850,
참고문헌없음,페미니즘 일반,참고문헌없음준비팀,,2019-09-23,,https://tumblbug.com/baumealame4?utm_source=tumblbug&utm_medium=internal&utm_campaign=%ED%85%80%EB%B8%94%EB%B2%85/%EA%B2%80%EC%83%89&utm_term=%EC%B0%B8%EA%B3%A0%EB%AC%B8%ED%97%8C%EC%97%86%EC%9D%8C,
채식주의자 뱀파이어,페미니즘 일반,임옥희,여이연,2018-09-21,http://cafedoing.com/221140867934,https://book.naver.com/bookdb/book_detail.nhn?bid=6263282,
처음부터 그런건 없습니다,페미니즘 일반,"김양지영, 김홍미리",한권의책,2018-09-21,http://cafedoing.com/221173895825,https://book.naver.com/bookdb/book_detail.nhn?bid=12878342,
탈코르셋 : 도래한 상상,페미니즘 일반,이민경,한겨레출판,2019-09-02,http://cafedoing.com/221636457276,https://book.naver.com/bookdb/book_detail.nhn?bid=15369122,
페미니스트 모먼트,페미니즘 일반,"권김현영, 손희정, 한채윤, 나영정",그린비,2018-09-21,http://cafedoing.com/220983300730,https://book.naver.com/bookdb/book_detail.nhn?bid=11535355,
페미니스트 선생님이 필요해,페미니즘 일반,"홍혜은, 김현, 이승한, 장일호, 이민경, 최현희, 서한솔, 솔리, 최승범, 김애라",동녘,2018-09-21,http://cafedoing.com/221193564197,https://book.naver.com/bookdb/book_detail.nhn?bid=12894321,
페미니스트 유토피아,페미니즘 일반,"리아 페이-베르퀴스트, 정희진",후마니스트,2018-09-21,http://cafedoing.com/220983300730,https://book.naver.com/bookdb/book_detail.nhn?bid=11662154,
페미니스트 타임워프,페미니즘 일반,"김신현경, 김주희, 박차민정",반비,2019-09-11,,http://book.naver.com/bookdb/book_detail.nhn?bid=15431014,
페미니스트 파이트 클럽,페미니즘 일반,제시카 베넷,세종서적,2018-09-21,,https://book.naver.com/bookdb/book_detail.nhn?bid=12481280,
"페미니스트, 마초를 말하다",페미니즘 일반,클레망틴 오탱,미래의창,2018-09-21,http://cafedoing.com/220983300730,https://book.naver.com/bookdb/book_detail.nhn?bid=11165882,
페미니스트로 살아가기,페미니즘 일반,벨 훅스,동녘,2018-09-21,,https://book.naver.com/bookdb/book_detail.nhn?bid=12841909,
페미니즘 고전을 찾아서,페미니즘 일반,김상애 김은주 유민석 이승준 이지영 정유진,에디투스,2019-08-11,http://cafedoing.com/221654995744,http://book.naver.com/bookdb/book_detail.nhn?bid=15303752,
페미니즘 리부트  ,페미니즘 일반,손희정,나무연필,2018-09-21,http://cafedoing.com/220983300730,https://book.naver.com/bookdb/book_detail.nhn?bid=12332482,
페미니즘 선언,페미니즘 일반,한우리,현실문화,2018-09-21,http://cafedoing.com/220983300730,https://book.naver.com/bookdb/book_detail.nhn?bid=11305968,
"페미니즘 쉼표, 이분법 앞에서",페미니즘 일반,"정경직,최성용,이아름, 정연",들녘,2019-04-24,http://cafedoing.com/221530153009,https://book.naver.com/bookdb/book_detail.nhn?bid=14652424,
페미니즘 탐구생활,페미니즘 일반,게일 피트먼,사계절출판사,2019-07-17,http://cafedoing.com/221587114851,https://book.naver.com/bookdb/book_detail.nhn?bid=15065295,
"페미니즘, 리더십을 디자인하다",페미니즘 일반,"장필화, 나임윤경, 이상화, 김찬호, 김엘리",동녘,2018-09-21,,https://book.naver.com/bookdb/book_detail.nhn?bid=11666238,
페미니즘의 개념들,페미니즘 일반,여성문화이론연구소,동녘,2018-09-21,,https://book.naver.com/bookdb/book_detail.nhn?bid=9529573,
페미니즘의 검은 오해들,페미니즘 일반,김미덕,현실문화,2018-09-21,http://cafedoing.com/220983300730,https://book.naver.com/bookdb/book_detail.nhn?bid=11037502,
페미니즘의 도전,페미니즘 일반,정희진,교양인,2018-09-21,http://cafedoing.com/220983300730,https://book.naver.com/bookdb/book_detail.nhn?bid=7143947,
페미니즘의 도전 초판(2005),페미니즘 일반,정희진,교양인,2019-02-14,,https://book.naver.com/bookdb/book_detail.nhn?bid=1946539,
페미니즘의 책,페미니즘 일반,하나 맥캔 외,지식갤러리,2019-12-06,,http://book.naver.com/bookdb/book_detail.nhn?bid=15875701,
피해와 가해의 페미니즘,페미니즘 일반,"루인, 정희진, 한채윤, 참고문헌 없음 준비팀",교양인,2018-09-21,http://cafedoing.com/221241164978,https://book.naver.com/bookdb/book_detail.nhn?bid=13445527,
하고 싶으면 하는 거지 비혼,페미니즘 일반,"김애순, 이진송",알마,2019-01-22,,https://book.naver.com/bookdb/book_detail.nhn?bid=14440389,
할매의 탄생,페미니즘 일반,최현숙,글항아리,2019-06-09,http://cafedoing.com/221562886543,http://book.naver.com/bookdb/book_detail.nhn?bid=15030460,
헬페미니스트선언 :그날 이후의 페미니즘,페미니즘 일반,일곱번째숲,윤김지영,2018-09-21,http://cafedoing.com/220983300730,https://book.naver.com/bookdb/book_detail.nhn?bid=12225321,
혐오 발언,페미니즘 일반,주디스 버틀러,알렙,2018-09-21,,https://book.naver.com/bookdb/book_detail.nhn?bid=10908989,
혐오에서 인류애로 ,페미니즘 일반,마사 C.누수바움,뿌리와파이,2018-09-21,,https://book.naver.com/bookdb/book_detail.nhn?bid=10128596,
힘있는 여성,페미니즘 일반,스베냐 플라스푈러,나무생각,2018-09-21,http://cafedoing.com/221362310218,https://book.naver.com/bookdb/book_detail.nhn?bid=14012441,
Fuck Beauty,페미니즘 일반,,미래의 창,2018-09-21,,https://book.naver.com/bookdb/book_detail.nhn?bid=13994531,
99% 페미니즘 선언,페미니즘과 경제 ,"저자 낸시 프레이저, 친지아 아루짜, 티티 바타차리야",움직씨,2020-04-16,,http://book.naver.com/bookdb/book_detail.nhn?bid=16297607,
가난을 팝니다.,페미니즘과 경제 ,리미아 카림,오월의 봄,2018-09-21,http://cafedoing.com/220983300730,https://book.naver.com/bookdb/book_detail.nhn?bid=9832102,
가부장제와 자본주의,페미니즘과 경제 ,우에노 치즈코,녹두,2018-09-21,,https://book.naver.com/bookdb/book_detail.nhn?bid=1228622,
가부장제와 자본주의,페미니즘과 경제 ,마리아 미즈,갈무리,2018-09-21,http://cafedoing.com/220983300730,https://book.naver.com/bookdb/book_detail.nhn?bid=7430945,
감정 자본주의,페미니즘과 경제 ,에바 일루즈,돌베개,2018-09-21,,https://book.naver.com/bookdb/book_detail.nhn?bid=6256156,
감정노동,페미니즘과 경제 ,앨리 러셀 혹실드,이매진,2018-09-21,http://cafedoing.com/220983300730,https://book.naver.com/bookdb/book_detail.nhn?bid=6227987,
그따위 자본주의는 벌써 끝났다,페미니즘과 경제 ,J K 깁슨 그레엄,알트,2018-09-21,,https://book.naver.com/bookdb/book_detail.nhn?bid=7371886,
그림자 노동,페미니즘과 경제 ,이반 일리치,사월의책,2018-09-21,,https://book.naver.com/bookdb/book_detail.nhn?bid=9866296,
기록되지 않은 노동: 숨겨진 여성의 일 이야기,페미니즘과 경제 ,여성노동자 글쓰기 모임,삶창,2018-09-21,,https://book.naver.com/bookdb/book_detail.nhn?bid=10129400,
내리막 세상에서 일하는 노마드를 위한 안내서,페미니즘과 경제 ,제현주,어크로스,2018-09-21,,https://book.naver.com/bookdb/book_detail.nhn?bid=8498911,
다운시프트로 인생을 즐겨라,페미니즘과 경제 ,니콜라스 코더,이콘,2018-09-21,,https://book.naver.com/bookdb/book_detail.nhn?bid=1469542,
뒤에 올 여성들에게,페미니즘과 경제 ,마이라 스트로버,동녘,2018-11-01,http://cafedoing.com/221396276220,https://book.naver.com/bookdb/book_detail.nhn?bid=14051799,
보이지 않는 가슴: 돌봄 경제학,페미니즘과 경제 ,낸시 폴브레,또하나의문화,2018-09-21,,https://book.naver.com/bookdb/book_detail.nhn?bid=2856498,
불평등과 모욕을 넘어,페미니즘과 경제 ,낸시 프레이저,그린비,2018-09-21,,https://book.naver.com/bookdb/book_detail.nhn?bid=10289267,
사랑과 자본,페미니즘과 경제 ,메리 게이브리얼,모요사,2018-09-21,,https://book.naver.com/bookdb/book_detail.nhn?bid=9052611,
"생활인을 위한 자유의 기술, 일상기술연구소",페미니즘과 경제 ,제현주 금정연,어크로스,2018-09-21,,https://book.naver.com/bookdb/book_detail.nhn?bid=12054210,
시장사회에서 여자가 깨야 하는 암탉 신드롬,페미니즘과 경제 ,유나경,북포스,2018-09-21,,https://book.naver.com/bookdb/book_detail.nhn?bid=8841429,
어쩌면 이루어질지도 몰라,페미니즘과 경제 ,장상미,슬로비,2018-12-16,http://cafedoing.com/221430533750,http://book.naver.com/bookdb/book_detail.nhn?bid=14037211,
여성과 일: 일터에서 평등을 찾다,페미니즘과 경제 ,강이수 신경아 박기남,동녘,2018-09-21,,https://book.naver.com/bookdb/book_detail.nhn?bid=8625314,
"여성의 일, 새로고침",페미니즘과 경제 ,곽정은,닐다,2018-09-21,,https://book.naver.com/bookdb/book_detail.nhn?bid=11502891,
여성의 일찾기 세상바꾸기,페미니즘과 경제 ,또하나의문화 편집부,또하나의문화,2018-09-21,,https://book.naver.com/bookdb/book_detail.nhn?bid=76510,
